VMQ2,VMQ3,VMQ135,dVdt_max,temperature,humidity,label
0.43580215722338494,2.6472374708382524,0.346761922689201,0.16119020801553174,31.28625899843512,67.45082081386647,SAFE
0.6923815790043256,2.330249621093669,0.6154707160778263,0.5453267262361841,31.01897079003151,69.08414116743856,EXPLOSIVE
0.6809144833207998,2.4384704934269954,0.6965179449558137,0.33531697570737096,31.26295129845111,67.981641246028,EXPLOSIVE
0.6880682898550176,2.242949575452176,0.5405396930040168,0.40728861188938487,30.76618384163142,70.87006895129605,NARCOTIC
0.4714160731544661,2.6003582368625686,0.34828072254786197,0.0,30.264644926178853,71.52545343545856,SAFE
0.42048341446363247,2.5879355955781307,0.3630827225488236,0.19354845743616997,32.42715809922052,66.15862034221293,WEATHER
0.45144736462996715,2.66347506982322,0.38584382878486495,0.2350920219944942,30.422330658797613,66.38761891981774,SAFE
0.424484037602273,2.542747154513572,0.39250295921817996,0.15242615528845652,33.34060435587542,62.04489225056585,WEATHER
0.4435235470582079,2.572134202632785,0.3980630009673347,0.1637045921689632,33.129482075043825,64.44755924295941,WEATHER
0.6429497686822652,2.3971421942474818,0.6792787097890995,0.6273051411118759,31.35175055484093,71.3794173350996,EXPLOSIVE
0.45738970681090046,2.6132200434339614,0.4047365280542455,0.17377303407931288,31.84118726180888,64.34079565953036,WEATHER
0.7813149552223342,2.2912897809464887,0.5909206899251247,0.14354182316615421,30.898643518682263,71.16502925112634,EXPLOSIVE
0.4741490227353151,2.672437260158357,0.376881796077999,0.24305869539752112,30.736676580350327,67.85341791091902,SAFE
0.48524676027840463,2.9515540935845794,0.5796626809684985,0.08836624079847696,30.745292277781203,70.79604834905966,ALCOHOL
0.6128280293989439,2.9322987401314933,0.5799687430021252,0.27199605718403264,30.520475496156806,64.94132312580275,ALCOHOL
0.6093604606002208,2.9069484049281322,0.5135584942893562,0.49688172914785045,31.003016721124848,65.70831185485201,ALCOHOL
0.6842798796276994,2.3965266451250655,0.6251656776428014,0.47849326596396835,31.558501478090584,67.5240764248031,NARCOTIC
0.6053919305787773,2.9729658626235547,0.5657454412239096,0.36104486489821574,30.727877874730765,68.95064677710958,ALCOHOL
0.5773461141792355,2.283226628460036,0.5397611145250277,0.3216038348288812,31.368820864996795,66.08935459081385,NARCOTIC
0.6179422119027532,2.9261899309953545,0.5749427148177831,0.022501143934617496,31.578698168091123,65.15689907171198,ALCOHOL
0.5623662553883633,2.9018412749065154,0.5483242998088539,0.29126901153195145,30.97192593757305,68.8994192919629,ALCOHOL
0.4353603849726288,2.711549418188287,0.3557962932651171,0.0,30.746025345417575,63.983352676505255,SAFE
0.41732266693948517,2.5994880915185403,0.36944115603739486,0.13472729168612813,32.88383034854272,61.28645011647028,WEATHER
0.47239617420942936,2.579133735221045,0.3746146605257225,0.12515896952489597,31.973850875388074,64.97521888195757,WEATHER
0.4393955814267159,2.5876179928050997,0.3959317130094406,0.0775347757853534,33.140426421650886,63.70765094524228,WEATHER
0.777209324308007,2.4129988928042168,0.7203618588512766,0.4520222854188776,31.5393871235918,69.59198895391411,EXPLOSIVE
0.5783989369852715,3.031579136574512,0.6024887632101498,0.2940323632698204,31.947737897796138,67.9772808986974,ALCOHOL
0.41658958267706336,2.7027943223135478,0.3747558013376248,0.12823220417897757,30.730304472449177,68.43044045708078,SAFE
0.6733841725453092,2.3592805506617167,0.6634153637696362,0.5739038949734689,30.314384738742866,70.45429108358614,EXPLOSIVE
0.45910209768098215,2.609051618832586,0.40987215696833584,0.19291947381206873,30.932067274645178,67.1891144258104,SAFE
0.6532867709252093,2.2638414839499545,0.5663786964207149,0.4067784680986614,30.61278332237579,68.40377513487704,NARCOTIC
