VMQ2,VMQ3,VMQ135,VSEN0567,dVdt_max,temperature,humidity,label
0.45938523373680723,2.6644173293703615,0.3863440678140222,1.6926976347575333,0.31031894289784034,30.865659143249296,59.703650344547256,SAFE
0.45141862750263934,2.662566485244825,0.3771174929032843,1.6879477436580697,0.514517226135971,31.497277758391295,63.285960032569974,SAFE
0.4385005758302645,2.646804058179096,0.3658475083908718,1.6949844318147727,0.47684161155731264,29.654638748326487,67.88454670559386,SAFE
0.4594213370478332,2.654388028199013,0.3871429374094782,1.7047072624548054,0.21405256962182873,30.16355714638714,58.43377660624009,SAFE
0.43941713266873766,2.6530806169237238,0.3766676069645069,1.693148428337522,0.3337078277034894,33.273784191103644,66.51625060722617,SAFE
0.4521448347537804,2.6519164272850424,0.3667587201211745,1.6886417669470568,0.7816469829571693,30.610620300313638,67.5650348184407,SAFE
0.44064213828592746,2.638578127790784,0.37704052195454296,1.6975856391462465,0.31259217541220075,30.80624403634326,65.09689579075902,SAFE
0.45041849643480597,2.666512997476329,0.38289906831339215,1.6854428072569347,0.37294076991411074,31.063469019051105,63.75785056229135,SAFE
0.4590005832910398,2.651802061310939,0.3979849623064159,1.695522915781229,0.5124851074889936,29.5254058052196,61.78333884008366,SAFE
0.4549389123259638,2.668581964384213,0.4013458536192256,1.7037414886892108,0.23775355792632458,31.806346234877275,59.461432777347206,SAFE
0.43847327613588105,2.651205444693109,0.36870002421230363,1.6854515005379533,0.40513988341615903,29.02350625087749,72.46536492264492,SAFE
0.45318096481458775,2.6562296708445294,0.3703442354025305,1.6883026985573502,0.294952471497969,30.75861577358416,68.87037694417577,SAFE
0.42478431098417946,2.6416550853629137,0.3727610328361669,1.6739512104717196,0.4725670771314938,30.30774296708651,75.11948221509859,SAFE
0.46208339316077823,2.66767558082143,0.3897590459574962,1.6950669806621321,0.3155440440343682,31.409590200087735,57.944250275945706,SAFE
0.44114620955662326,2.630270224759272,0.37036504100269796,1.6903646204861353,0.3403531573986607,29.61267561040438,69.49414407717757,SAFE
0.4410219938935743,2.6375989556088566,0.379307287842028,1.685331352918821,0.3192107087441842,31.601115430580755,66.20379505034182,SAFE
0.4624429275348276,2.651750537644351,0.38916888091958873,1.70059595103085,0.3389072721063835,29.207261123241203,60.810159319658624,SAFE
0.45879291939979694,2.659794329012988,0.39291538423899647,1.6977653112730917,0.6596030960591426,29.86866798403829,63.301652535574235,SAFE
0.45615067469504983,2.653396734726204,0.3847572648040855,1.6910565987876456,0.18296659832297169,29.80679055997165,64.55668318159582,SAFE
0.44831492038329046,2.6458831418527877,0.37992182221150367,1.6856565000863373,0.38714302531986655,28.328771636121324,70.64597777808942,SAFE
0.4514757795969042,2.660491020932799,0.37423308240591646,1.694027472087797,0.2976147516869432,33.084989188887356,64.62071577175915,SAFE
0.4560243410399062,2.682662986500266,0.39161340863131827,1.6975323846233916,0.3534286274489906,31.162565861861147,60.941673485304385,SAFE
0.45327515487859626,2.6751193790999173,0.3810326185690613,1.689851245630693,0.3546532167610561,29.783376216929373,65.04494792699009,SAFE
0.4523029310554601,2.655748711276593,0.3869112993792818,1.682555355450089,0.2106494755517474,32.750936022505,68.56374306754194,SAFE
0.45098855155343626,2.661530990022183,0.38391636933271983,1.6961598399334545,0.42272677424102567,31.576094352908918,62.66707400127515,SAFE
0.439249685099553,2.663971005725087,0.37053239922404346,1.682398838213155,0.3477405901272501,30.867553373852036,68.50679109859621,SAFE
0.46748977973260886,2.6607547616971123,0.39567948496810473,1.7098682334212445,0.2857196262195044,33.053902704870694,56.609865562821355,SAFE
0.46012933033985115,2.6760338999051623,0.40076228370291334,1.6963024571601129,0.7403610566476626,30.95024394224249,59.84797467610728,SAFE
0.44633154946778475,2.6627233442174836,0.37409587914014686,1.6957172075406652,0.17905088030257976,31.43175089429956,62.22510103115879,SAFE
0.4561873417469437,2.658322423906468,0.39385814936717706,1.6956140113932494,0.22485718914663888,30.081155216362493,61.62783972501997,SAFE
0.43737508246105383,2.6480813527522526,0.36858728029730825,1.6823083413639957,0.9372408313620584,31.516168526943414,71.25052826225004,SAFE
0.4453245287541536,2.6560906668404476,0.3891146971788902,1.6915938252881209,0.35490849697594307,34.140082537593905,61.71902319826476,SAFE
0.44393647249808826,2.6387418828751774,0.38015241939775135,1.6890498681230703,0.5247720481832596,29.868771692114205,66.42334455264898,SAFE
0.4496066131349249,2.6591493521412204,0.38894529990476306,1.690466551598402,0.7006996772322438,31.164613593115014,63.700538230251254,SAFE
0.4488110648104162,2.6551068491017844,0.36914132069473454,1.689553039730772,0.250350150713764,29.755944854788805,68.19504728691625,SAFE
0.44911420287480786,2.6652407172985577,0.3887150253406519,1.6925202955399379,0.36235827016575906,31.764561849657003,61.03750855409544,SAFE
0.4467106540776841,2.6554471822304073,0.3726073073083943,1.6869212175006858,0.2841778589062205,30.28143937806076,69.27585048830026,SAFE
0.4604973876327481,2.653005034802129,0.4019703573126357,1.6968927503509579,0.48612705043711346,28.67484973483952,61.34975404530915,SAFE
0.44401173791818804,2.655076869525094,0.37699984170215617,1.6945253762956791,0.6860955061092611,30.893224089853494,66.27319403110437,SAFE
0.4404015772822364,2.657545198655339,0.36715810310718894,1.677362958450099,0.3417022556727728,30.593730767595993,71.64944409030397,SAFE
0.4631178054665671,2.6540550772215687,0.3928963195013,1.6982666448758017,0.23725239560777212,30.001481935767146,61.73840545898935,SAFE
0.4528785740511233,2.6587090595147878,0.39480601937415993,1.6937310595785653,0.30084647811352727,30.68580193866395,62.43089448719394,SAFE
0.46008899768401684,2.66951202301584,0.39839598338662524,1.695783719870366,0.31515282777211606,32.00456780146694,57.057692999609614,SAFE
0.4464426935765788,2.650695400396694,0.3779122335828342,1.691691384528374,0.35943388564194656,30.05988147603609,66.01094809235447,SAFE
0.4362467519746412,2.6423508936767295,0.36091763887239814,1.6813395336084334,0.44074230642544787,30.90923019967311,68.99258489895551,SAFE
0.4442214164684864,2.6651069974170847,0.38728823504307186,1.6852134722508123,0.385848804500295,30.567888103735477,65.12806506023094,SAFE
0.4580436811855357,2.6647391685301667,0.384107490402116,1.697759923958659,0.40670458531758324,31.283427969748942,61.67543097991629,SAFE
0.4383142975323361,2.651386961239978,0.374778476071724,1.684264150530747,0.41954573245098103,31.279556324485345,69.26301878656597,SAFE
0.46218521889969955,2.665247253143929,0.3888592706548407,1.7054473647934678,0.7698395470808927,29.998062305313994,59.98966393040288,SAFE
0.45621902269255565,2.6627592506229516,0.3984890816488309,1.7038063852134182,0.2617126116107049,29.713161322438623,59.562344022806336,SAFE
0.42825202596225004,2.660688406507796,0.34616131882838574,1.6732398567153086,0.36034471470358653,31.19563191449934,74.6930432041639,SAFE
0.456927341687971,2.676173215353673,0.395875668986729,1.6979337017282041,0.1899652246323713,30.702738743845163,57.85028928141573,SAFE
0.4414614727787945,2.6417286502808226,0.37359828190376687,1.6867860608006233,0.2117518137036345,29.692826907760747,68.36089307750233,SAFE
